Date,High,Low,Open,Close,Volume,Adj Close,Month,Quarter,Year
2011-11-18,302.5525513,297.1721802,301.3013,297.7377319,6568825,297.7377319,11,Quarter 4,2011
2011-11-21,294.5445557,286.3313293,294.1741638,290.7607727,5996597,290.7607727,11,Quarter 4,2011
2011-11-22,292.777771,287.9078979,290.2902832,290.2902832,4805789,290.2902832,11,Quarter 4,2011
2011-11-23,290.4154053,285.340332,287.9629517,285.340332,4646948,285.340332,11,Quarter 4,2011
2011-11-25,287.4224243,280.9459534,282.8778687,281.7817688,3121675,281.7817688,11,Quarter 4,2011
2011-11-28,294.7047119,288.5385437,289.9749756,294.3893738,5652142,294.3893738,11,Quarter 4,2011
2011-11-29,295.4754639,290.9559631,294.2342224,291.7567444,3659936,291.7567444,11,Quarter 4,2011
2011-11-30,300.0550537,296.3413391,299.2742615,299.9949951,6787206,299.9949951,11,Quarter 4,2011
2011-12-01,308.3083191,299.7998047,300.300293,307.1921997,7233959,307.1921997,12,Quarter 4,2011
2011-12-02,312.3123169,308.438446,308.8338318,310.4904785,8163229,310.4904785,12,Quarter 4,2011
2011-12-05,316.2662659,311.5115051,314.1341248,313.1381531,6388605,313.1381531,12,Quarter 4,2011
2011-12-06,314.6246338,310.4304199,311.8067932,312.1972046,4648347,312.1972046,12,Quarter 4,2011
2011-12-07,313.143158,309.3593445,311.1511536,312.007019,4510085,312.007019,12,Quarter 4,2011
2011-12-08,314.039032,307.9579468,310.8308411,308.3333435,4821374,308.3333435,12,Quarter 4,2011
2011-12-09,314.8798828,308.8138123,309.3092957,314.0240173,5526868,314.0240173,12,Quarter 4,2011
2011-12-12,313.4034119,310.4554443,311.2512512,313.0079956,4363432,313.0079956,12,Quarter 4,2011
2011-12-13,318.5986023,311.7367249,314.6947021,313.1281128,8048344,313.1281128,12,Quarter 4,2011
2011-12-14,312.4724731,306.5515442,311.2362366,309.3443298,7799593,309.3443298,12,Quarter 4,2011
2011-12-15,312.3123169,309.6546631,311.5715637,310.0800781,4812383,310.0800781,12,Quarter 4,2011
2011-12-16,314.9749756,311.046051,312.4724731,313.2933044,8909681,313.2933044,12,Quarter 4,2011
2011-12-19,314.5645752,310.3103027,314.3193054,311.2262268,4282713,311.2262268,12,Quarter 4,2011
2011-12-20,316.2362366,314.3092957,314.3143005,315.5004883,4771624,315.5004883,12,Quarter 4,2011
2011-12-21,316.2262268,309.7897949,315.3203125,313.2232361,4990804,313.2232361,12,Quarter 4,2011
2011-12-22,316.1811829,313.8188171,314.2892761,315.1651611,3640955,315.1651611,12,Quarter 4,2011
2011-12-23,317.6576538,315.5955811,316.3163147,316.8869019,2904493,316.8869019,12,Quarter 4,2011
2011-12-27,322.5675659,316.3163147,316.3413391,320.4454346,3209587,320.4454346,12,Quarter 4,2011
2011-12-28,322.8228149,319.3693542,321.6966858,320.170166,4250146,320.170166,12,Quarter 4,2011
2011-12-29,321.8218079,317.9179077,321.0660706,321.5215149,3147649,321.5215149,12,Quarter 4,2011
2011-12-30,323.7037048,321.3313293,321.3313293,323.2732849,3561035,323.2732849,12,Quarter 4,2011
2012-01-03,334.4094238,326.5115051,326.7967834,333.0380249,7345647,333.0380249,1,Quarter 1,2012
2012-01-04,335.4604492,330.6406555,332.8478394,334.4744873,5722272,334.4744873,1,Quarter 1,2012
2012-01-05,332.3173218,328.4434509,331.3963928,329.8348389,6559234,329.8348389,1,Quarter 1,2012
2012-01-06,330.3303223,325.2202148,329.9049072,325.3353271,5380414,325.3353271,1,Quarter 1,2012
2012-01-09,323.823822,310.9259338,323.5735779,311.5415344,11633555,311.5415344,1,Quarter 1,2012
2012-01-10,317.2172241,308.7637634,315.1901855,311.881897,8782409,311.881897,1,Quarter 1,2012
2012-01-11,315.0100098,310.8708801,312.0620728,313.2933044,4795200,313.2933044,1,Quarter 1,2012
2012-01-12,316.7617493,313.5635681,315.9259338,315.1351318,3746650,315.1351318,1,Quarter 1,2012
2012-01-13,313.7887878,310.8408508,313.4434509,312.8078003,4609985,312.8078003,1,Quarter 1,2012
2012-01-17,316.3063049,313.1531677,316.3063049,314.6046143,3814781,314.6046143,1,Quarter 1,2012
2012-01-18,317.3173218,311.3713684,313.6286316,316.771759,5517877,316.771759,1,Quarter 1,2012
2012-01-19,320.8158264,316.046051,320.8158264,320.1051025,12597989,320.1051025,1,Quarter 1,2012
2012-01-20,295.7958069,291.1411438,295.5605469,293.2882996,21131447,293.2882996,1,Quarter 1,2012
2012-01-23,294.6246338,291.8718872,293.2933044,293.0530396,6818974,293.0530396,1,Quarter 1,2012
2012-01-24,294.1341248,289.2892761,293.4534607,290.7557678,6105488,290.7557678,1,Quarter 1,2012
2012-01-25,289.6446533,283.4734802,289.0440369,285.0300293,9965425,285.0300293,1,Quarter 1,2012
2012-01-26,287.5275269,282.5575562,286.2762756,284.3343201,6445948,284.3343201,1,Quarter 1,2012
2012-01-27,290.4504395,284.9499512,285.6756897,290.2802734,7227765,290.2802734,1,Quarter 1,2012
2012-01-30,290.2902832,286.9869995,289.3143005,289.1341248,4656339,289.1341248,1,Quarter 1,2012
2012-01-31,292.2922974,287.862854,291.7917786,290.3453369,4280515,290.3453369,1,Quarter 1,2012
2012-02-01,293.0430298,289.8598633,292.7627563,290.705719,4636759,290.705719,2,Quarter 1,2012
2012-02-02,293.4985046,291.3313293,292.7277222,292.8478394,4824571,292.8478394,2,Quarter 1,2012
2012-02-03,298.8338318,294.3193054,295.6256409,298.4634705,6330663,298.4634705,2,Quarter 1,2012
2012-02-06,305.7207336,297.3023071,297.8027954,304.8498535,7351841,304.8498535,2,Quarter 1,2012
2012-02-07,305,302.1821899,303.8788757,303.6886902,4180016,303.6886902,2,Quarter 1,2012
2012-02-08,305.9809875,302.6726685,304.6246338,305.2302246,3669127,305.2302246,2,Quarter 1,2012
2012-02-09,307.5575562,304.8048096,306.3163147,306.0360413,4524871,306.0360413,2,Quarter 1,2012
2012-02-10,304.3693542,302.3023071,304.2442322,303.2582703,4645750,303.2582703,2,Quarter 1,2012
2012-02-13,307.2272339,305.3153076,305.555542,306.4064026,3628967,306.4064026,2,Quarter 1,2012
2012-02-14,306.3063049,302.6826782,306.0760803,305.1851807,3603793,305.1851807,2,Quarter 1,2012
2012-02-15,306.771759,301.5815735,306.771759,303.0830688,4846948,303.0830688,2,Quarter 1,2012
2012-02-16,304.7097168,299.1641541,301.7117004,303.5635681,5056738,303.5635681,2,Quarter 1,2012
2012-02-17,304.1191101,301.5014954,302.7877808,302.6226196,4893302,302.6226196,2,Quarter 1,2012
2012-02-21,309.2492371,301.7417297,302.2372437,307.307312,4956638,307.307312,2,Quarter 1,2012
2012-02-22,308.6987,303.6586609,306.2862854,304.2742615,3930066,304.2742615,2,Quarter 1,2012
2012-02-23,304.2742615,300.4754639,303.8038025,303.3583679,4105890,303.3583679,2,Quarter 1,2012
2012-02-24,306.131134,303.0580444,303.9789734,305.255249,3867329,305.255249,2,Quarter 1,2012
2012-02-27,306.4864807,302.8328247,303.5986023,304.9599609,3624172,304.9599609,2,Quarter 1,2012
2012-02-28,310.1951904,304.1441345,305.3052979,309.5045166,5689505,309.5045166,2,Quarter 1,2012
2012-02-29,313.1130981,308.0580444,309.6096191,309.4344482,6267526,309.4344482,2,Quarter 1,2012
2012-03-01,313.1631775,309.3843689,311.4414368,311.5115051,4470925,311.5115051,3,Quarter 1,2012
2012-03-02,312.3123169,310.470459,311.3113098,310.9359436,3143453,310.9359436,3,Quarter 1,2012
2012-03-05,311.5565491,305.9960022,310.5255127,307.4324341,3183413,307.4324341,3,Quarter 1,2012
2012-03-06,304.7097168,297.2172241,304.3293152,302.7827759,6342451,302.7827759,3,Quarter 1,2012
2012-03-07,305.9009094,303.2332458,304.829834,303.7037048,2526471,303.7037048,3,Quarter 1,2012
2012-03-08,306.0560608,303.4784851,305.3253174,303.8738708,2688309,303.8738708,3,Quarter 1,2012
2012-03-09,306.2562561,300.300293,304.2792664,300.425415,5335859,300.425415,3,Quarter 1,2012
2012-03-12,303.8038025,299.9299316,300.300293,302.8778687,3334662,302.8778687,3,Quarter 1,2012
2012-03-13,309.2342224,303.078064,304.6796875,309.1991882,4487108,309.1991882,3,Quarter 1,2012
2012-03-14,311.7016907,307.0370483,307.8078003,308.3033142,5867926,308.3033142,3,Quarter 1,2012
2012-03-15,312.0620728,307.7227173,308.6086121,310.875885,4865330,310.875885,3,Quarter 1,2012
2012-03-16,313.26828,310.3353271,310.7557678,312.8328247,6094899,312.8328247,3,Quarter 1,2012
2012-03-19,318.953949,310.9309387,311.8718872,317.307312,4341254,317.307312,3,Quarter 1,2012
2012-03-20,318.3483582,313.9489441,315.7757874,317.0620728,3077919,317.0620728,3,Quarter 1,2012
2012-03-21,324.0190125,316.5715637,317.6226196,320.3103027,4934261,320.3103027,3,Quarter 1,2012
2012-03-22,324.7247314,315.8158264,319.5695801,323.3483582,4815580,323.3483582,3,Quarter 1,2012
2012-03-23,324.574585,320.7707825,323.6236267,321.6166077,3876520,321.6166077,3,Quarter 1,2012
2012-03-26,325.0700684,320.0900879,322.8228149,324.9899902,3634762,324.9899902,3,Quarter 1,2012
2012-03-27,327.0770874,322.7227173,323.8388367,323.8338318,4010386,323.8338318,3,Quarter 1,2012
2012-03-28,329.6246338,325.8658752,326.3413391,328.2082214,5072722,328.2082214,3,Quarter 1,2012
2012-03-29,328.6236267,322.4724731,327.0470581,324.529541,3844751,324.529541,3,Quarter 1,2012
2012-03-30,327.0720825,320.8208313,326.2012024,320.9409485,4616779,320.9409485,3,Quarter 1,2012
2012-04-02,324.0740662,317.7377319,320.705719,323.783783,4563832,323.783783,4,Quarter 2,2012
2012-04-03,324.2992859,319.6396484,323.0280151,321.6316223,4085710,321.6316223,4,Quarter 2,2012
2012-04-04,319.8198242,315.8658752,319.5445557,317.8928833,3251945,317.8928833,4,Quarter 2,2012
2012-04-05,318.5335388,314.5996094,316.4364319,316.4764709,4632763,316.4764709,4,Quarter 2,2012
2012-04-09,317.9829712,312.9579468,314.5545654,315.7357483,4361035,315.7357483,4,Quarter 2,2012
2012-04-10,317.5675659,312.5875854,317.0770874,313.7437439,4959036,313.7437439,4,Quarter 2,2012
2012-04-11,318.3183289,315.9659729,317.3023071,318.2983093,4393602,318.2983093,4,Quarter 2,2012
2012-04-12,326.8969116,320.4504395,321.4964905,325.8308411,11501687,325.8308411,4,Quarter 2,2012
2012-04-13,324.8198242,312.0820923,324.0990906,312.6126099,16302281,312.6126099,4,Quarter 2,2012
2012-04-16,312.2172241,301.131134,311.8117981,303.3383484,11372816,303.3383484,4,Quarter 2,2012
2012-04-17,309.1541443,303.8088074,304.5845947,305.0900879,6041752,305.0900879,4,Quarter 2,2012
2012-04-18,306.7066956,301.7066956,304.3293152,304.0290222,5333661,304.0290222,4,Quarter 2,2012
2012-04-19,308.438446,299.7998047,303.1481628,299.9499512,6582611,299.9499512,4,Quarter 2,2012
2012-04-20,304.7297363,298.2132263,302.4274292,298.3283386,6110683,298.3283386,4,Quarter 2,2012
2012-04-23,299.5245361,295.3953857,296.7467346,299.0990906,4391204,299.0990906,4,Quarter 2,2012
2012-04-24,303.6186218,298.9589539,299.4194336,300.9359436,3854342,300.9359436,4,Quarter 2,2012
2012-04-25,305.9809875,301.7417297,302.3023071,305.1651611,3638558,305.1651611,4,Quarter 2,2012
2012-04-26,309.3092957,305.1551514,305.7607727,308.0430298,4180815,308.0430298,4,Quarter 2,2012
2012-04-27,308.6786804,305.6055908,307.8178101,307.7977905,3269527,307.7977905,4,Quarter 2,2012
2012-04-30,308.3483582,300.6055908,306.8017883,302.7277222,4809785,302.7277222,4,Quarter 2,2012
2012-05-01,306.1061096,300.3953857,302.1972046,302.5175171,4000595,302.5175171,5,Quarter 2,2012
2012-05-02,304.3593445,300.6055908,300.9009094,303.9339294,3219777,303.9339294,5,Quarter 2,2012
2012-05-03,307.7227173,304.7797852,305.1151123,305.8158264,3732264,305.8158264,5,Quarter 2,2012
2012-05-04,304.2492371,298.7037048,303.2632751,298.783783,4410385,298.783783,5,Quarter 2,2012
2012-05-07,305.5905762,297.7977905,297.7977905,304.079071,3985011,304.079071,5,Quarter 2,2012
2012-05-08,308.7587585,300.6506653,303.0680542,306.7016907,5349245,306.7016907,5,Quarter 2,2012
2012-05-09,308.4985046,301.2062073,303.7137146,304.8798828,4652942,304.8798828,5,Quarter 2,2012
2012-05-10,308.4034119,305.4204102,306.7867737,307.137146,3068728,307.137146,5,Quarter 2,2012
2012-05-11,307.5825806,302.6876831,305.4804688,302.9179077,4194601,302.9179077,5,Quarter 2,2012
2012-05-14,304.5545654,300.5905762,300.6907043,302.3023071,3645151,302.3023071,5,Quarter 2,2012
2012-05-15,307.8078003,302.1771851,302.9779663,305.8608704,4199996,305.8608704,5,Quarter 2,2012
2012-05-16,315.3653564,308.2782898,309.2892761,314.7797852,9660530,314.7797852,5,Quarter 2,2012
2012-05-17,319.2442322,310.9259338,317.2322388,311.8368225,6700892,311.8368225,5,Quarter 2,2012
2012-05-18,316.5265198,298.6486511,312.862854,300.5004883,11935053,300.5004883,5,Quarter 2,2012
2012-05-21,308.1531677,300.300293,300.555542,307.3623657,6144649,307.3623657,5,Quarter 2,2012
2012-05-22,307.2122192,298.2983093,307.0270386,300.7007141,6097696,300.7007141,5,Quarter 2,2012
2012-05-23,305.1051025,298.8588562,301.1261292,305.0350342,6349844,305.0350342,5,Quarter 2,2012
2012-05-24,306.2662659,299.7347412,304.8848877,302.1321411,3778817,302.1321411,5,Quarter 2,2012
2012-05-25,301.1661682,294.4344482,300.8008118,296.0610657,7156636,296.0610657,5,Quarter 2,2012
2012-05-29,299.8648682,294.4544678,298.2032166,297.4674683,5206189,297.4674683,5,Quarter 2,2012
2012-05-30,296.2462463,292.0570679,294.3743591,294.4094238,3809587,294.4094238,5,Quarter 2,2012
2012-05-31,295.2952881,289.7897949,294.6546631,290.7207336,5930663,290.7207336,5,Quarter 2,2012
2012-06-01,286.6116028,284.4594727,286.1811829,285.7757874,6109684,285.7757874,6,Quarter 2,2012
2012-06-04,290.5355225,285.2902832,285.3953857,289.5845947,4860535,289.5845947,6,Quarter 2,2012
2012-06-05,289.3543396,283.5185242,288.0130005,285.4904785,4675120,285.4904785,6,Quarter 2,2012
2012-06-06,291.2762756,287.0921021,288.5285339,290.5755615,4187408,290.5755615,6,Quarter 2,2012
2012-06-07,294.2392273,288.9139099,294.0940857,289.4044189,3513483,289.4044189,6,Quarter 2,2012
2012-06-08,290.790802,287.5775757,288.2132263,290.5155029,2817979,290.5155029,6,Quarter 2,2012
2012-06-11,292.9529419,283.6286316,292.3973999,284.5345459,5316878,284.5345459,6,Quarter 2,2012
2012-06-12,285.4354248,279.5695801,285.170166,282.8328247,6441952,282.8328247,6,Quarter 2,2012
2012-06-13,283.783783,279.6196289,281.1411438,280.8258362,3904492,280.8258362,6,Quarter 2,2012
2012-06-14,282.8178101,278.5385437,280.9309387,279.8048096,4685110,279.8048096,6,Quarter 2,2012
2012-06-15,282.5425415,278.823822,280.4504395,282.5375366,5996398,282.5375366,6,Quarter 2,2012
2012-06-18,287.392395,279.9049072,281.5915833,285.7107239,4988806,285.7107239,6,Quarter 2,2012
2012-06-19,292.4324341,286.8468323,287.0820923,291.0560608,4148248,291.0560608,6,Quarter 2,2012
2012-06-20,290.2902832,287.0420532,290.1951904,289.0440369,4688707,289.0440369,6,Quarter 2,2012
2012-06-21,290.2102051,282.1471558,290.2102051,282.8878784,4018577,282.8878784,6,Quarter 2,2012
2012-06-22,286.0260315,283.1932068,284.2842712,286.0260315,4451344,286.0260315,6,Quarter 2,2012
2012-06-25,284.3293152,278.953949,283.9489441,280.6306458,3160037,280.6306458,6,Quarter 2,2012
2012-06-26,283.5835876,280.0200195,281.6616516,282.6226196,2697700,282.6226196,6,Quarter 2,2012
2012-06-27,287.2822876,283.2933044,284.1341248,284.9349365,3381215,284.9349365,6,Quarter 2,2012
2012-06-28,283.398407,278.8838806,283.2332458,282.437439,3837958,282.437439,6,Quarter 2,2012
2012-06-29,290.3553467,286.3863831,287.7677612,290.3253174,5033961,290.3253174,6,Quarter 2,2012
2012-07-02,291.7917786,288.5385437,291.2012024,290.5255127,3307689,290.5255127,7,Quarter 3,2012
2012-07-03,294.4995117,289.2892761,290.2952881,294.209198,2376621,294.209198,7,Quarter 3,2012
2012-07-05,300.3303223,294.5645752,294.6746826,298.2582703,4687108,298.2582703,7,Quarter 3,2012
2012-07-06,297.0570679,291.7016907,296.5215149,293.2832947,4319276,293.2832947,7,Quarter 3,2012
2012-07-09,294.5946045,290.9159241,292.7677612,293.2983093,3426770,293.2983093,7,Quarter 3,2012
2012-07-10,296.5115051,289.659668,295.3903809,291.1411438,3842354,291.1411438,7,Quarter 3,2012
2012-07-11,289.2142029,282.7527466,288.438446,285.8808899,6991601,285.8808899,7,Quarter 3,2012
2012-07-12,286.2512512,281.3263245,283.8438416,285.5255127,4614980,285.5255127,7,Quarter 3,2012
2012-07-13,289.8648682,284.5595703,286.3613586,288.5485535,3948048,288.5485535,7,Quarter 3,2012
2012-07-16,289.8848877,286.176178,288.4734802,287.7477417,2922275,287.7477417,7,Quarter 3,2012
2012-07-17,290.6256409,284.4844971,289.5045166,288.653656,3356840,288.653656,7,Quarter 3,2012
2012-07-18,292.137146,288.353363,288.7787781,290.6706848,3093304,290.6706848,7,Quarter 3,2012
2012-07-19,299.5395508,293.2933044,293.3633728,296.8268127,9340051,296.8268127,7,Quarter 3,2012
2012-07-20,306.7767639,299.3893738,304.6846924,305.7157288,12914473,305.7157288,7,Quarter 3,2012
2012-07-23,309.4844971,299.4244385,300.5405273,308.0630493,7116277,308.0630493,7,Quarter 3,2012
2012-07-24,309.2742615,302.4724731,307.8078003,304.0890808,4014781,304.0890808,7,Quarter 3,2012
2012-07-25,306.9970093,302.9879761,304.4644775,304.2992859,3642354,304.2992859,7,Quarter 3,2012
2012-07-26,308.7437439,305.3203125,307.8078003,306.9869995,3367030,306.9869995,7,Quarter 3,2012
2012-07-27,317.8178101,309.0590515,309.7547607,317.7977905,7092301,317.7977905,7,Quarter 3,2012
2012-07-30,321.6216125,315.0650635,318.3433533,316.4664612,4369027,316.4664612,7,Quarter 3,2012
2012-07-31,318.568573,314.4244385,314.444458,316.8017883,3727469,316.8017883,7,Quarter 3,2012
2012-08-01,320.0750732,316.006012,318.9689636,316.6566467,3685511,316.6566467,8,Quarter 3,2012
2012-08-02,319.3343201,312.0170288,313.0680542,314.6896973,3951445,314.6896973,8,Quarter 3,2012
2012-08-03,322.1821899,318.3883972,320.3203125,320.9859924,3790406,320.9859924,8,Quarter 3,2012
2012-08-06,325.0150146,319.9299316,320.1251221,321.73172,3561235,321.73172,8,Quarter 3,2012
2012-08-07,322.4524536,318.5535583,321.216217,320.5905762,3959636,320.5905762,8,Quarter 3,2012
2012-08-08,323.2582703,319.5695801,319.8448486,321.4364319,2641756,321.4364319,8,Quarter 3,2012
2012-08-09,323.5085144,321.0810852,322.5775757,321.4964905,2138459,321.4964905,8,Quarter 3,2012
2012-08-10,321.4414368,318.3833923,319.614624,321.3213196,2866331,321.3213196,8,Quarter 3,2012
2012-08-13,330.4053955,323.6636658,324.0340271,330.3353271,6529264,330.3353271,8,Quarter 3,2012
2012-08-14,336.7617493,329.829834,329.9549561,334.6646729,7316077,334.6646729,8,Quarter 3,2012
2012-08-15,337.4624634,332.3823853,335.4754639,334.1040955,4816579,334.1040955,8,Quarter 3,2012
2012-08-16,337.6576538,333.8738708,334.0890808,336.771759,3431965,336.771759,8,Quarter 3,2012
2012-08-17,338.9639587,336.1861877,337.3973999,338.908905,4351045,338.908905,8,Quarter 3,2012
2012-08-20,339.7747803,336.6666565,338.0880737,338.1080933,3512684,338.1080933,8,Quarter 3,2012
2012-08-21,339.339325,331.4164124,336.8919067,335.0900879,4439956,335.0900879,8,Quarter 3,2012
2012-08-22,340.6406555,333.6836853,334.0240173,338.9289246,3814582,338.9289246,8,Quarter 3,2012
2012-08-23,340.5805664,335.8358459,337.4724731,338.738739,3564832,338.738739,8,Quarter 3,2012
2012-08-24,340.5655518,337.3773804,338.1381531,339.6546631,2850347,339.6546631,8,Quarter 3,2012
2012-08-27,336.3363342,329.9499512,331.8268127,334.9449463,5222173,334.9449463,8,Quarter 3,2012
2012-08-28,339.1491394,332.7026978,332.8328247,338.9639587,4113083,338.9639587,8,Quarter 3,2012
2012-08-29,344.8398438,338.4134216,339.0240173,344.3493347,5974619,344.3493347,8,Quarter 3,2012
2012-08-30,344.039032,340.4304199,342.4624634,341.1811829,3250546,341.1811829,8,Quarter 3,2012
2012-08-31,344.6346436,340.3603516,342.3423462,342.8878784,4249946,342.8878784,8,Quarter 3,2012
2012-09-04,342.8428345,337.0870972,342.6176147,340.8608704,3775421,340.8608704,9,Quarter 3,2012
2012-09-05,343.5935974,339.9099121,340.340332,340.7007141,3412984,340.7007141,9,Quarter 3,2012
2012-09-06,350.2952881,342.7077026,343.3233337,350.0500488,6080913,350.0500488,9,Quarter 3,2012
2012-09-07,356.4814758,349.1841736,350.3503418,353.4284363,6459534,353.4284363,9,Quarter 3,2012
2012-09-10,356.7617493,349.5445557,355.2352295,350.7357483,5114880,350.7357483,9,Quarter 3,2012
2012-09-11,350.6756897,345.8458557,349.3293152,346.4414368,3743852,346.4414368,9,Quarter 3,2012
2012-09-12,347.8027954,340.7807922,345.0500488,345.7857971,5279315,345.7857971,9,Quarter 3,2012
2012-09-13,354.8548584,345.6156311,346.8919067,353.3733826,5312682,353.3733826,9,Quarter 3,2012
2012-09-14,356.856842,353.8588562,355.1551514,355.1951904,5231763,355.1951904,9,Quarter 3,2012
2012-09-17,356.7967834,352.8528442,354.4094238,355.3453369,3013583,355.3453369,9,Quarter 3,2012
2012-09-18,359.6896973,353.7437439,354.2442322,359.4995117,4129466,359.4995117,9,Quarter 3,2012
2012-09-19,364.6446533,358.5635681,359.1091003,364.1141052,6190403,364.1141052,9,Quarter 3,2012
2012-09-20,366.0560608,360.9709778,362.5975952,364.4244385,5808985,364.4244385,9,Quarter 3,2012
2012-09-21,367.8278198,365.425415,366.4714661,367.3623657,12705482,367.3623657,9,Quarter 3,2012
2012-09-24,375.3953857,365.4904785,365.8658752,375.0650635,7120472,375.0650635,9,Quarter 3,2012
2012-09-25,382.8278198,374.2041931,376.9019165,374.9549561,12104883,374.9549561,9,Quarter 3,2012
2012-09-26,381.0010071,370.8708801,375.300293,377.1071167,11334454,377.1071167,9,Quarter 3,2012
2012-09-27,381.8017883,376.2012024,380.3553467,378.6286316,7854338,378.6286316,9,Quarter 3,2012
2012-09-28,380.0300293,375.9509583,377.4524536,377.6276245,5561433,377.6276245,9,Quarter 3,2012
2012-10-01,382.8828735,378.48349,379.9049072,381.2712708,6329664,381.2712708,10,Quarter 4,2012
2012-10-02,383.3783875,375.510498,382.9829712,378.8738708,5574820,378.8738708,10,Quarter 4,2012
2012-10-03,382.3423462,376.4764709,378.2382507,381.6316223,4412183,381.6316223,10,Quarter 4,2012
2012-10-04,385.3303223,380.0800781,381.7567444,384.4094238,4903492,384.4094238,10,Quarter 4,2012
2012-10-05,387.5775757,382.8878784,385.7407532,384.209198,5466328,384.209198,10,Quarter 4,2012
2012-10-08,382.1721802,377.4524536,380.8808899,379.2992859,3913283,379.2992859,10,Quarter 4,2012
2012-10-09,381.0410461,371.6366272,380.21521,372.4174194,6000394,372.4174194,10,Quarter 4,2012
2012-10-10,374.1391296,369.5145264,371.3013,372.6526489,4075720,372.6526489,10,Quarter 4,2012
2012-10-11,379.6296387,375.5205078,376.8268127,376.1161194,4763032,376.1161194,10,Quarter 4,2012
2012-10-12,377.8128052,372.4224243,376.3013,372.7477417,4803592,372.7477417,10,Quarter 4,2012
2012-10-15,372.2872925,365.7157288,371.3413391,370.8608704,6032162,370.8608704,10,Quarter 4,2012
2012-10-16,373.868866,368.5986023,370.4354248,372.7227173,4112284,372.7227173,10,Quarter 4,2012
2012-10-17,378.5485535,370.5004883,372.3473511,378.1231079,4581214,378.1231079,10,Quarter 4,2012
2012-10-18,380.0900879,338.3383484,378.1481628,347.8478394,24859915,347.8478394,10,Quarter 4,2012
2012-10-19,353.7037048,336.3363342,353.143158,341.2362366,22941436,341.2362366,10,Quarter 4,2012
2012-10-22,342.6576538,335.1851807,340.8458557,339.6746826,8103089,339.6746826,10,Quarter 4,2012
2012-10-23,344.0090027,336.3363342,336.3413391,340.5155029,5827367,340.5155029,10,Quarter 4,2012
2012-10-24,343.8438416,337.9729614,343.7437439,338.9889832,4988007,338.9889832,10,Quarter 4,2012
2012-10-25,341.3413391,337.0921021,340.340332,339.2192078,4797398,339.2192078,10,Quarter 4,2012
2012-10-26,341.856842,335.9359436,338.5885925,337.9129028,3897698,337.9129028,10,Quarter 4,2012
2012-10-31,340.8408508,337.8378296,340.2702637,340.4904785,3070926,340.4904785,10,Quarter 4,2012
2012-11-01,345.7958069,339.699707,340.0900879,344.1391296,4096100,344.1391296,11,Quarter 4,2012
2012-11-02,348.1231079,344.0290222,347.7427368,344.3042908,4644151,344.3042908,11,Quarter 4,2012
2012-11-05,343.7737732,338.118103,342.5925903,341.8218079,3268528,341.8218079,11,Quarter 4,2012
2012-11-06,343.5935974,339.1141052,343.0830688,341.2012024,3162434,341.2012024,11,Quarter 4,2012
2012-11-07,339.4544678,333.5785828,337.8378296,333.8938904,4460135,333.8938904,11,Quarter 4,2012
2012-11-08,336.0810852,325.9409485,335.4354248,326.4714661,5188806,326.4714661,11,Quarter 4,2012
2012-11-09,334.5045166,325.4754639,327.6526489,331.8468323,6221972,331.8468323,11,Quarter 4,2012
2012-11-12,335.2352295,330.7657776,332.2072144,333.2832947,2808988,333.2832947,11,Quarter 4,2012
2012-11-13,334.1341248,329.444458,331.8318176,329.8548584,3185212,329.8548584,11,Quarter 4,2012
2012-11-14,331.4214172,325.5755615,330.660675,326.601593,3333463,326.601593,11,Quarter 4,2012
2012-11-15,330.3303223,322.2722778,325.3253174,323.953949,3694102,323.953949,11,Quarter 4,2012
2012-11-16,326.8368225,318.3183289,323.3183289,323.9139099,6869524,323.9139099,11,Quarter 4,2012
2012-11-19,334.7947998,328.0930786,328.1781921,334.4394531,4731664,334.4394531,11,Quarter 4,2012
2012-11-20,339.339325,332.6176147,335.0900879,335.3203125,4173223,335.3203125,11,Quarter 4,2012
2012-11-21,335.2352295,330.5305176,334.829834,333.26828,4220176,333.26828,11,Quarter 4,2012
2012-11-23,335.3353271,333.3833923,335.3203125,334.3193054,1843155,334.3193054,11,Quarter 4,2012
2012-11-26,333.8338318,329.8398438,333.5535583,330.9059143,4404791,330.9059143,11,Quarter 4,2012
2012-11-27,337.8378296,329.3293152,330.4154053,335.6907043,5012383,335.6907043,11,Quarter 4,2012
2012-11-28,342.7977905,332.2772827,334.339325,342.1771851,6077916,342.1771851,11,Quarter 4,2012
2012-11-29,347.2973022,341.3413391,344.2342224,346.2912903,5547447,346.2912903,11,Quarter 4,2012
2012-11-30,349.9599609,343.1882019,346.0010071,349.5345459,6320873,349.5345459,11,Quarter 4,2012
2012-12-03,353.2983093,347.4024048,351.4714661,347.9729614,4380615,347.9729614,12,Quarter 4,2012
2012-12-04,348.1030884,343.1932068,347.8478394,345.8608704,3979417,345.8608704,12,Quarter 4,2012
2012-12-05,347.5975952,341.5065002,346.4214172,344.2542419,3721075,344.2542419,12,Quarter 4,2012
2012-12-06,348.1531677,342.5975952,344.1391296,345.9109192,2921675,345.9109192,12,Quarter 4,2012
2012-12-07,348.7887878,341.5515442,347.8478394,342.4474487,3834761,342.4474487,12,Quarter 4,2012
2012-12-10,346.1711731,342.2372437,343.0380249,343.0530396,2730667,343.0530396,12,Quarter 4,2012
